end,start,days,portfolio_return,factor_return,specific_return,fixed_weight_return,buy_and_hold_return,benchmark_return,ex_ante_factor_variance,ex_ante_specific_variance,ex_ante_total_variance,contrib_equity,contrib_rates_level,contrib_rates_slope,contrib_credit,contrib_commodity,contrib_dollar,impact,fees,shortfall,predicted,realised,residual
2014-09-30,2014-08-29,21,-0.01553817177,-0.02109010009,0.005551928326,-0.01529232532,-0.01566769367,-0.03403411808,0.0004949547611,1.248343371e-05,0.0005074381949,-0.01584736606,-0.004547723005,0.0004276739781,-0.0005612202206,-7.014388023e-05,-0.0004913209054,6.054806953e-08,0,6.054806953e-08,6.054806953e-08,6.054806953e-08,-1.058791184e-22
2014-10-31,2014-09-30,22,0.0408731398,0.03833363609,0.002539503716,0.04145795441,0.0409360835,0.01161271735,0.0003982079506,1.150037733e-05,0.0004097083279,0.03266575472,0.006022378222,-9.920095064e-05,-1.786688432e-05,-0.0001327433299,-0.0001046856899,3.821708875e-06,0,3.821708875e-06,3.821708875e-06,3.821708875e-06,2.541098842e-21
2014-11-28,2014-10-31,18,0.03864691534,0.03778009936,0.0008668159893,0.03873771771,0.03925492218,-0.0004783522537,0.0004995493504,7.888850467e-06,0.0005074382009,0.01383778567,0.01576475203,0.006695141209,0.0006947839264,0.0002590302155,0.0005286063075,0.0001365654437,0,0.0001365654437,0.0001365654437,0.0001365654437,-2.710505431e-20
2014-12-31,2014-11-28,21,0.01450608114,0.01658306773,-0.002076986596,0.01536758393,0.01436540417,-0.01177519657,0.0004999840121,7.454184798e-06,0.0005074381969,-0.002462364371,-0.007625223781,0.02553245882,3.456670638e-05,0.0002588245979,0.0008448057597,9.723371318e-06,0,9.723371318e-06,9.723371318e-06,9.723371318e-06,-2.032879073e-20
2015-01-30,2014-12-31,20,0.05269810999,0.04842821835,0.004269891642,0.04965976184,0.05384700684,0.02476277493,0.0004991252488,8.312949488e-06,0.0005074381983,-0.01729990515,0.0506625271,0.01446630505,-0.000311167247,2.151226344e-05,0.0008889463414,6.891159335e-06,0,6.891159335e-06,6.891159335e-06,6.891159335e-06,2.541098842e-21
2015-02-27,2015-01-30,18,0.007829709038,0.01013211891,-0.002302409873,0.006579213009,0.007624621279,0.009184653961,0.0004985614176,8.876774518e-06,0.0005074381921,0.03680677605,-0.02036198945,-0.005907725572,-3.478693479e-05,-0.0003916796244,2.152443876e-05,0.0001203677818,0,0.0001203677818,0.0001203677818,0.0001203677818,-1.355252716e-20
2015-03-31,2015-02-27,21,-0.002857701332,-0.001911695193,-0.0009460061396,-0.002233113534,-0.003594846074,-0.006668301941,0.0005013340974,6.104109189e-06,0.0005074382066,-0.006366192805,0.006987951942,-0.003099338582,0.0001595922774,0.0001608008028,0.0002454911723,5.295431888e-05,0,5.295431888e-05,5.295431888e-05,5.295431888e-05,6.776263578e-21
2015-04-30,2015-03-31,20,-0.01372778253,-0.01636035829,0.002632575765,-0.0134126749,-0.01380757449,0.002207712016,0.000499782888,7.655310851e-06,0.0005074381988,-0.0002074097242,-0.01039147636,-0.005643691284,-0.0001144978666,1.824432317e-05,-2.152737844e-05,8.340483181e-05,0,8.340483181e-05,8.340483181e-05,8.340483181e-05,-2.710505431e-20
2015-05-29,2015-04-30,20,-0.007443975244,-0.008942430326,0.001498455082,-0.006829373959,-0.007934589981,-0.008750209779,0.0004994955624,7.942634472e-06,0.0005074381968,0.008629174233,-0.008977507581,-0.008522129729,7.738655092e-06,5.654002146e-05,-0.000136245925,4.162957871e-05,0,4.162957871e-05,4.162957871e-05,4.162957871e-05,-6.776263578e-21
2015-06-30,2015-05-29,22,-0.03603046933,-0.03479948551,-0.001230983824,-0.03475208639,-0.03564687387,-0.01738249028,0.0004985764179,8.861786504e-06,0.0005074382044,-0.01133281679,-0.01445031928,-0.009120229854,0.000101421511,-1.61710895e-05,1.862999051e-05,3.285875174e-05,0,3.285875174e-05,3.285875174e-05,3.285875174e-05,-6.776263578e-21
2015-07-31,2015-06-30,22,0.03096535758,0.02565644575,0.005308911837,0.03165958157,0.0311622697,-0.009200062787,0.0004978189752,9.619224753e-06,0.0005074382,0.01301508277,0.006840031392,0.0054320665,2.627213489e-05,0.0005179101664,-0.0001749172177,2.170131599e-05,0,2.170131599e-05,2.170131599e-05,2.170131599e-05,-2.032879073e-20
