horizon,date,observations,k_over_t_eff,cond_style,repair_fired,repair_floored,bartlett_fired,scored,min_eig_ewma,min_eig_newey_west,min_eig_psd_repair,min_eig_eigen_a1,min_eig_eigen_a1.4,amplitude,lambda_raw_top,lambda_raw_bottom,lambda_raw_bulk_min,factors_present,unentered_names,names,singletons,short_history,exact_zero,structural_r2,max_z,bartlett_fallbacks_specific,target_shift,lambda_f2_a1,lambda_f2_a1.4,lambda_s2
long,2008-02-29,230,0.229086,3.21742,False,0,False,False,49.5067,37.7329,37.7329,-3.77095e-12,-8.9974e-12,0.515249,0.95597,1.42625,0.921976,51,0,311,8,8,0,0.831666,16.8198,0,0.013885,1.67249,1.61362,2.53494
long,2008-03-31,250,0.211976,3.13912,False,0,False,False,63.4693,44.8063,44.8063,-5.66161e-12,-1.24263e-11,0.473603,0.966508,1.36342,0.925807,51,0,311,8,8,0,0.836406,23.0445,0,0.0256075,1.67187,1.62007,2.38355
long,2008-04-30,272,0.196165,3.23234,False,0,False,False,75.2366,52.2696,52.2696,-8.56337e-12,-1.06274e-11,0.43716,0.968048,1.31495,0.924698,51,0,311,8,8,0,0.826839,27.2831,0,0.0156963,1.62984,1.58468,2.20611
long,2008-05-30,293,0.183382,3.06907,False,0,False,False,79.4442,56.0144,56.0144,-4.50707e-12,-2.99488e-12,0.407954,0.96763,1.28512,0.931198,51,0,311,8,8,0,0.833063,29.9664,0,0.0160866,1.5337,1.49417,2.01575
long,2008-06-30,314,0.172393,3.12366,False,0,False,False,93.5419,67.4934,67.4934,-4.17184e-12,-1.21398e-12,0.380806,0.967606,1.25136,0.932665,51,0,311,8,9,0,0.833339,26.3285,0,0.0243111,1.50466,1.46951,1.91119
long,2008-07-31,336,0.162439,3.44939,False,0,False,False,112.172,83.4672,83.4672,-2.44169e-12,-1.73094e-12,0.357756,0.970265,1.21958,0.937872,51,0,311,8,8,0,0.814724,34.6428,0,0.0183087,1.67745,1.64576,1.96815
long,2008-08-29,357,0.154156,3.29673,False,0,False,False,119.753,92.8594,92.8594,-3.57216e-12,-3.39545e-12,0.340364,0.96938,1.20436,0.929612,51,0,311,8,8,0,0.823672,31.7697,0,0.0191318,1.60969,1.58143,1.85855
long,2008-09-30,378,0.146861,3.44036,False,0,False,False,128.669,124.15,124.15,6.51653e-13,-7.58912e-12,0.315757,0.971462,1.19567,0.943404,51,0,313,8,8,0,0.847741,25.1271,0,0.017583,1.90995,1.88429,2.14802
long,2008-10-31,401,0.139822,2.77682,False,0,False,False,177.53,149.436,149.436,3.29232e-13,-2.09421e-11,0.287439,0.976536,1.18457,0.960854,51,0,314,8,9,0,0.827302,26.2573,0,0.0198028,2.377,2.35449,2.66011
long,2008-11-28,420,0.134642,3.53648,False,0,False,False,224.578,169.01,169.01,-1.23423e-11,-1.67053e-11,0.274582,0.965252,1.17241,0.934077,51,0,314,8,8,0,0.846566,22.4241,0,0.0188365,2.46508,2.44449,2.74022
long,2008-12-31,442,0.129258,3.94645,False,0,False,False,258.827,187.833,187.833,-2.90334e-11,-1.98356e-11,0.263449,0.963081,1.1631,0.93709,51,0,316,7,8,0,0.990139,23.1467,0,0.044554,2.41008,2.3916,2.63868
long,2009-01-30,462,0.12486,3.92856,False,0,False,True,270.388,204.568,204.568,-1.22592e-12,-2.611e-11,0.253346,0.967735,1.15299,0.930417,51,0,316,7,7,0,0.838963,1.33945e+14,0,0.0217304,2.34852,2.33205,2.76723
long,2009-02-27,481,0.121062,4.61155,False,0,False,True,300.669,232.91,232.91,-2.57597e-11,4.8393e-12,0.244987,0.969995,1.14704,0.92962,51,0,316,7,7,0,0.845052,1.17442e+14,0,0.011814,2.28774,2.27281,2.67373
long,2009-03-31,503,0.117072,5.24499,False,0,False,True,311.466,248.946,248.946,-3.505e-11,-4.01262e-11,0.236327,0.961514,1.1423,0.943039,51,0,317,7,7,0,0.845708,1.09094e+14,0,0.00928853,2.25526,2.24192,2.55082
long,2009-04-30,524,0.113621,5.35548,False,0,False,True,335.848,267.528,267.528,-2.77977e-11,-2.33034e-12,0.232134,0.964912,1.13629,0.939391,51,0,317,7,7,0,0.860602,1.33972e+14,0,0.0203053,2.20125,2.18922,2.43752
long,2009-05-29,544,0.110622,4.4664,False,0,False,True,340.727,275.593,275.593,-2.53466e-11,-9.8206e-12,0.227392,0.967835,1.13285,0.938059,51,0,317,7,7,0,0.852636,9.41592e+13,0,0.0200185,2.09152,2.08061,2.30125
long,2009-06-30,566,0.10761,3.65431,False,0,False,True,331.457,261.581,261.581,-2.64626e-11,-5.08761e-11,0.2207,0.967674,1.12667,0.938646,51,0,318,7,7,0,0.823718,6.86341e+13,0,0.0185864,1.94576,1.93596,2.12508
long,2009-07-31,588,0.104865,3.57575,False,0,False,True,328.65,275.765,275.765,-1.35318e-12,1.95068e-12,0.215871,0.966335,1.12221,0.94227,51,0,318,7,7,0,0.84392,4.75888e+13,0,0.0193775,1.81974,1.81092,1.98332
long,2009-08-31,609,0.102467,3.46852,False,0,False,True,316.181,280.163,280.163,-1.51168e-11,-4.49001e-11,0.210069,0.966546,1.11915,0.944345,51,0,319,7,7,0,0.843507,2.8114e+13,0,0.0194332,1.68661,1.67863,1.84418
long,2009-09-30,630,0.100263,3.35186,False,0,False,True,306.921,272.606,272.606,-4.84477e-11,-3.3072e-11,0.205073,0.966509,1.11361,0.941518,51,0,319,7,7,0,0.832775,209.027,0,0.016112,1.57843,1.57121,1.71795
long,2009-10-30,652,0.0981413,3.44331,False,0,False,True,295.705,266.538,266.538,-1.44648e-11,-8.21445e-12,0.200403,0.966915,1.11056,0.942164,51,0,320,7,8,0,0.850276,12.6884,0,0.0138172,1.47482,1.46831,1.60594
long,2009-11-30,672,0.0963623,3.50357,False,0,False,True,282.94,253.038,253.038,-3.38007e-11,-1.99253e-12,0.196168,0.966866,1.10582,0.943597,51,0,320,7,7,0,0.838268,12.0118,0,0.0127449,1.37306,1.36713,1.50307
long,2009-12-31,694,0.0945546,3.34471,False,0,False,True,271.767,245.195,245.195,-1.61962e-11,-1.41518e-11,0.191923,0.968039,1.1025,0.943412,51,0,319,7,7,0,0.820927,12.3411,1,0.0127902,1.27352,1.26816,1.39632
long,2010-01-29,713,0.0931079,3.47285,False,0,False,True,263.825,236.752,236.752,-4.99307e-12,-2.19711e-11,0.188177,0.966956,1.09949,0.948624,51,0,319,7,7,0,0.838173,11.9423,0,0.0171459,1.21295,1.20803,1.32785
long,2010-02-26,732,0.0917581,3.42084,False,0,False,True,255.743,225.536,225.536,-2.27432e-11,-8.00616e-11,0.185115,0.967514,1.09719,0.951721,51,0,321,7,9,0,0.858517,11.5569,0,0.0141387,1.14507,1.14057,1.25709
long,2010-03-31,755,0.0902429,3.43339,False,0,False,True,243.692,214.185,214.185,-4.36917e-11,-1.42771e-11,0.181196,0.967476,1.09441,0.952271,51,0,321,7,7,0,0.849509,12.8395,0,0.0143041,1.06185,1.05779,1.16744
long,2010-04-30,776,0.0889632,3.6563,False,0,False,True,239.15,208.047,208.047,-1.14245e-11,-3.20344e-12,0.17814,0.967399,1.0917,0.951246,51,0,323,6,6,0,0.847891,1.14006e+14,0,0.0223604,1.00564,1.00196,1.11422
long,2010-05-28,796,0.0878286,3.7754,False,0,False,True,230.375,199.659,199.659,-2.43086e-11,-2.99709e-12,0.17521,0.967512,1.08941,0.952028,51,0,323,6,6,0,0.855518,1.67205e+14,0,0.0173755,0.96184,0.958504,1.06883
long,2010-06-30,818,0.0866676,3.62708,False,0,False,True,224.073,194.372,194.372,3.2637e-12,-1.40299e-11,0.1736,0.967545,1.0869,0.950699,51,0,325,6,7,0,0.854682,1.97234e+14,0,0.0171839,0.917026,0.914039,1.01664
long,2010-07-30,839,0.0856375,3.37984,False,0,False,True,217.142,188.914,188.914,-2.46333e-11,-1.18727e-11,0.17138,0.967844,1.0854,0.95342,51,0,326,6,6,0,0.844523,1.7417e+14,0,0.014055,0.886368,0.883654,0.980077
long,2010-08-31,861,0.0846335,3.37126,False,0,False,True,207.619,179.422,179.422,-4.51064e-12,-4.35984e-12,0.169074,0.967518,1.08267,0.954302,51,0,326,6,6,0,0.837119,1.41976e+14,0,0.0175783,0.839616,0.837166,0.936746
long,2010-09-30,882,0.0837411,3.37207,False,0,False,True,199.825,171.316,171.316,-1.12805e-11,-5.72449e-12,0.166977,0.967804,1.08148,0.953975,51,0,326,6,6,0,0.826719,1.31505e+14,0,0.0171959,0.801904,0.799687,0.896119
long,2010-10-29,903,0.0829083,3.483,False,0,False,True,195.1,171.449,171.449,9.98054e-13,-7.24698e-12,0.165016,0.967424,1.07974,0.955505,51,0,326,6,6,0,0.816461,1.02001e+14,0,0.0197091,0.777549,0.775551,0.869167
long,2010-11-30,924,0.0821304,3.50236,False,0,False,True,188.58,164.189,164.189,-8.85589e-12,-6.92049e-12,0.162548,0.969392,1.078,0.954969,51,0,326,6,6,0,0.816905,9.75217e+13,0,0.0199662,0.74586,0.744054,0.837152
long,2010-12-31,946,0.08137,3.76196,False,0,False,True,183.316,164.163,164.163,-1.65631e-11,-7.96034e-12,0.160402,0.969156,1.07634,0.954519,51,0,327,6,6,0,0.802447,6.93814e+13,0,0.0207952,0.713215,0.711576,0.804257
long,2011-01-31,966,0.0807235,3.8124,False,0,False,True,178.072,162.589,162.589,-4.75326e-12,-8.86716e-12,0.158361,0.969935,1.07462,0.9555,51,0,327,6,6,0,0.840515,3.75309e+13,0,0.02031,0.706561,0.70508,0.799396
long,2011-02-28,985,0.0801461,3.79914,False,0,False,True,174.004,158.268,158.268,-9.4396e-12,-5.50287e-12,0.15775,0.969813,1.07335,0.954963,51,0,327,6,6,0,0.841117,37.7256,0,0.0202587,0.693897,0.692563,0.792237
long,2011-03-31,1008,0.0794918,3.55455,False,0,False,True,167.471,151.833,151.833,-2.90962e-12,-3.12454e-12,0.155413,0.969896,1.07245,0.95691,51,0,328,6,7,0,0.834299,9.90293,0,0.0194488,0.671825,0.670641,0.769086
long,2011-04-29,1028,0.0789598,3.69956,False,0,False,True,162.068,147.199,147.199,-5.52937e-12,-7.88802e-12,0.153752,0.970441,1.07067,0.95843,51,0,329,6,7,0,0.818338,8.28454,0,0.0171139,0.661256,0.660182,0.75734
long,2011-05-31,1049,0.0784355,3.64453,False,0,False,True,156.042,140.569,140.569,-9.20229e-14,-1.02196e-11,0.152316,0.972924,1.06971,0.958313,51,0,329,6,6,0,0.818548,8.03045,0,0.0121302,0.643372,0.642414,0.735267
long,2011-06-30,1071,0.0779214,3.61085,False,0,False,True,150.927,135.374,135.374,-3.28886e-12,-4.62122e-12,0.150765,0.972557,1.06866,0.95707,51,0,329,6,6,0,0.809488,8.29604,0,0.0170532,0.631272,0.630446,0.710754
long,2011-07-29,1091,0.077483,3.51804,False,0,False,True,147.744,131.824,131.824,-1.28296e-11,-6.5643e-12,0.149682,0.972967,1.06776,0.956193,51,0,330,6,6,0,0.78835,8.24407,0,0.0121102,0.63269,0.631969,0.712623
long,2011-08-31,1114,0.0770108,3.37701,False,0,False,True,145.83,126.103,126.103,-5.07101e-12,-1.10077e-12,0.147073,0.974994,1.06628,0.951165,51,0,330,6,6,0,0.816189,10.3619,0,0.0116411,0.686585,0.686133,0.741308
long,2011-09-30,1135,0.0766074,3.5773,False,0,False,True,142.997,125.012,125.012,-8.40576e-12,-1.68854e-11,0.145562,0.975941,1.06604,0.95157,51,0,331,6,7,0,0.821529,8.84023,0,0.0126873,0.710769,0.710439,0.756068
long,2011-10-31,1156,0.0762287,4.24122,False,0,False,True,145.962,124.072,124.072,-2.79749e-12,-8.04069e-12,0.144235,0.977385,1.06531,0.95886,51,0,331,6,6,0,0.823726,8.32431,0,0.0115082,0.751464,0.751276,0.791041
long,2011-11-30,1177,0.075873,3.86168,False,0,False,True,142.267,119.221,119.221,-4.33237e-12,-3.80961e-13,0.142867,0.977656,1.06461,0.956506,51,0,331,6,6,0,0.823072,8.04674,0,0.0109137,0.745958,0.745857,0.786862
long,2011-12-30,1198,0.0755388,3.97073,False,0,False,True,139.755,124.279,124.279,-3.95272e-12,6.91994e-13,0.142082,0.977238,1.06344,0.957213,51,0,333,6,6,0,0.801896,8.4473,0,0.00943308,0.735216,0.735166,0.76962
long,2012-01-31,1218,0.0752393,4.05033,False,0,False,True,139.991,128.103,128.103,-4.33149e-12,-3.33321e-12,0.141998,0.97722,1.06238,0.955022,51,0,333,6,6,0,0.809631,9.72213,0,0.0107802,0.738527,0.738506,0.782497
long,2012-02-29,1238,0.074957,3.69066,False,0,False,True,138.181,123.948,123.948,-2.71018e-12,-8.45516e-13,0.141272,0.977261,1.06186,0.956093,51,0,333,6,6,0,0.807615,10.9104,0,0.0129115,0.72377,0.723768,0.780467
long,2012-03-30,1260,0.074665,3.76747,False,0,False,True,134.361,122.198,122.198,-1.96851e-12,-1.99042e-12,0.140036,0.977496,1.06062,0.957248,51,0,334,6,6,0,0.809328,10.5576,0,0.0129863,0.701158,0.701191,0.753061
long,2012-04-30,1280,0.0744154,3.79339,False,0,False,True,132.157,119.014,119.014,-3.8805e-12,-3.94837e-12,0.139137,0.977408,1.06031,0.960692,51,0,334,6,6,0,0.7895,9.53064,0,0.012623,0.707392,0.707449,0.756089
long,2012-05-31,1302,0.0741572,4.08406,False,0,False,True,128.965,114.311,114.311,-1.44796e-12,-1.56465e-12,0.138167,0.978593,1.05951,0.959753,51,0,334,6,6,0,0.806461,10.9296,0,0.00996357,0.701997,0.702085,0.761576
long,2012-06-29,1323,0.0739256,4.08224,False,0,False,True,127.915,115.495,115.495,-4.43897e-12,-4.31106e-12,0.136536,0.978443,1.05899,0.960979,51,1,336,7,7,0,0.803959,10.638,0,0.0100752,0.70347,0.703599,0.755516
long,2012-07-31,1344,0.075153,3.92097,False,0,False,True,125.345,110.543,110.543,-6.96404e-13,-2.95534e-12,0.136981,0.980321,1.06051,0.959994,52,0,337,7,7,0,0.814551,8.52182,0,0.0104767,0.737558,0.737698,0.782644
long,2012-08-31,1367,0.0749246,3.97145,False,0,False,True,120.838,104.888,104.888,-4.9059e-12,-1.99149e-14,0.136915,0.980219,1.05913,0.958952,52,0,337,7,7,0,0.816989,10.3947,0,0.0183106,0.796061,0.79636,0.76883
long,2012-09-28,1386,0.0747471,3.80642,False,0,False,True,118.727,103.094,103.094,-1.08415e-12,3.34027e-12,0.136235,0.980797,1.05848,0.959653,52,0,338,7,7,0,0.81278,10.6532,0,0.0131738,0.793209,0.793533,0.754562
long,2012-10-31,1407,0.0745618,3.74432,False,0,False,True,116.367,100.968,100.968,-8.84115e-12,3.09712e-12,0.135962,0.97999,1.05804,0.962412,52,0,340,7,7,0,0.820194,10.3153,0,0.0188827,0.841643,0.842082,0.779038
long,2012-11-30,1428,0.0743874,3.81832,False,0,False,True,115.598,98.9506,98.9506,-8.1962e-12,1.09884e-12,0.135425,0.979796,1.0575,0.959714,52,0,340,7,7,0,0.826887,11.099,0,0.014201,0.835805,0.836256,0.781025
long,2012-12-31,1448,0.0742308,3.93681,False,0,False,True,113.285,95.7067,95.7067,-5.30396e-12,-8.0945e-13,0.13473,0.979699,1.05663,0.957712,52,0,342,7,7,0,0.836301,11.3047,1,0.0185832,0.816012,0.816448,0.761273
long,2013-01-31,1469,0.0740756,4.11696,False,0,False,True,116.621,94.9858,94.9858,-1.33051e-12,-1.7694e-12,0.133669,0.979746,1.05595,0.961919,52,0,342,7,7,0,0.830115,11.5636,0,0.0156669,0.819229,0.819677,0.767771
long,2013-02-28,1488,0.073943,4.16061,False,0,False,True,114.665,100.473,100.473,3.42541e-14,-3.51103e-12,0.13322,0.979523,1.05551,0.960521,52,0,343,7,7,0,0.834402,13.0671,0,0.0155319,0.821546,0.822013,0.771752
long,2013-03-28,1508,0.073811,3.93714,False,0,False,True,113.274,102.109,102.109,-1.0095e-12,-2.03724e-12,0.132723,0.9795,1.05522,0.961366,52,0,344,7,7,0,0.828333,11.4999,0,0.0107131,0.801507,0.801957,0.757069
long,2013-04-30,1530,0.0736741,3.97921,False,0,False,True,112.266,99.1017,99.1017,-2.63834e-12,-1.79288e-13,0.131368,0.983053,1.05558,0.963647,52,0,345,7,8,0,0.8442,12.4723,0,0.0114711,0.832277,0.832708,0.778656
long,2013-05-31,1552,0.0735456,3.6495,False,0,False,True,111.062,97.3312,97.3312,-6.01855e-12,-3.56922e-13,0.130949,0.983497,1.05498,0.961034,52,0,346,7,7,0,0.836721,12.0672,0,0.0117186,0.822911,0.823331,0.778706
long,2013-06-28,1572,0.0734354,3.55537,False,0,False,True,108.945,93.9839,93.9839,-2.53652e-12,-3.33911e-12,0.129753,0.984151,1.0545,0.959605,52,0,346,7,7,0,0.827114,13.3001,0,0.0146157,0.81054,0.810957,0.774289
long,2013-07-31,1594,0.0733212,3.61222,False,0,False,True,107.926,92.4815,92.4815,-2.80117e-12,-2.13584e-12,0.128981,0.984094,1.05388,0.961719,52,0,347,7,8,0,0.818126,18.2579,0,0.0140786,0.821243,0.821616,0.789965
long,2013-08-30,1616,0.0732139,3.45673,False,0,False,True,105.801,90.6956,90.6956,-1.85745e-12,-6.10025e-12,0.128916,0.983985,1.05307,0.962989,52,0,347,7,7,0,0.815451,20.0351,0,0.0185678,0.801953,0.802303,0.775126
long,2013-09-30,1636,0.073122,3.53175,False,0,False,True,103.327,89.7258,89.7258,2.27298e-12,-4.86608e-12,0.128278,0.98431,1.05294,0.962647,52,0,349,7,7,0,0.719929,19.8899,0,0.0174789,0.786532,0.786865,0.767053
long,2013-10-31,1659,0.0730224,3.47011,False,0,False,True,100.713,87.7328,87.7328,-1.89766e-12,-5.55325e-12,0.12841,0.983729,1.05276,0.962081,52,0,350,7,8,0,0.807865,12.9947,0,0.0155688,0.799473,0.799753,0.793972
long,2013-11-29,1679,0.072941,3.45413,False,0,False,True,98.0558,86.6622,86.6622,-5.17086e-12,-2.4084e-12,0.127886,0.983577,1.05233,0.96355,52,0,351,7,7,0,0.797685,11.7567,0,0.025307,0.784467,0.784725,0.789256
long,2013-12-31,1700,0.0742613,3.36404,False,0,False,True,28.8168,51.8609,51.8609,-6.60678e-12,-3.2557e-12,0.131103,0.98379,1.05358,0.963342,53,0,351,8,8,0,0.795925,11.393,0,0.0286894,0.767177,0.767408,0.778758
long,2014-01-31,1721,0.0741837,3.46325,False,0,False,True,95.0719,82.0574,82.0574,-3.98458e-12,4.04311e-12,0.129593,0.983471,1.05336,0.955194,53,0,354,8,9,0,0.807472,11.0396,0,0.0312137,1.10499,1.10614,0.793548
long,2014-02-28,1740,0.0741173,3.37322,False,0,False,True,93.6182,81.9291,81.9291,3.62697e-12,-4.32123e-12,0.129458,0.983199,1.05325,0.955664,53,0,354,7,7,0,0.790921,4.37354e+13,0,0.0249392,1.21943,1.22074,0.805216
long,2014-03-31,1761,0.0740479,3.49012,False,0,False,True,91.9089,80.2463,80.2463,-2.93462e-12,1.21388e-12,0.12924,0.982728,1.05272,0.957915,53,0,354,7,7,0,0.801058,4.54213e+13,0,0.0246988,1.17901,1.18023,0.795345
long,2014-04-30,1782,0.0739824,3.49258,False,0,False,True,89.8017,78.0225,78.0225,-3.66819e-12,-1.56506e-12,0.128942,0.982755,1.05262,0.958498,53,0,354,7,7,0,0.789933,3.80683e+13,0,0.0301264,1.15713,1.15828,0.807538
long,2014-05-30,1803,0.0739207,3.56296,False,0,False,True,87.1682,74.4403,74.4403,-3.46541e-12,-2.83755e-12,0.1282,0.982591,1.05223,0.962716,53,0,355,7,7,0,0.75824,3.44974e+13,0,0.0215097,1.13578,1.13687,0.794329
long,2014-06-30,1824,0.0738625,3.48956,False,0,False,True,85.0306,71.6018,71.6018,-2.63716e-12,-5.34966e-12,0.12825,0.982886,1.05115,0.961415,53,0,355,7,7,0,0.788345,2.9231e+13,0,0.0132779,1.09141,1.09242,0.793858
long,2014-07-31,1846,0.0738051,3.54543,False,0,False,True,84.4471,72.3594,72.3594,1.46064e-13,3.74631e-12,0.128342,0.982788,1.05103,0.959962,53,0,357,7,7,0,0.772864,2.63869e+13,0,0.00768313,1.07582,1.07674,0.799673
long,2014-08-29,1867,0.0737534,3.41697,False,0,False,True,81.1396,69.7302,69.7302,-2.45683e-12,1.47061e-12,0.128061,0.982138,1.05143,0.96026,53,0,357,7,7,0,0.784337,2.28827e+13,0,0.0286705,1.06672,1.06762,0.779788
long,2014-09-30,1888,0.0737047,3.42232,False,0,False,True,79.662,68.5477,68.5477,2.8044e-14,4.26919e-12,0.127679,0.98285,1.05122,0.960608,53,0,358,7,7,0,0.803651,2.0518e+13,0,0.0284744,1.03007,1.0309,0.765467
long,2014-10-31,1911,0.0736545,3.36943,False,0,False,True,79.2361,67.6319,67.6319,-4.62872e-12,1.41781e-12,0.126986,0.984026,1.05058,0.957691,53,0,358,7,7,0,0.80858,1.64188e+13,0,0.0259947,1.07582,1.07662,0.810889
long,2014-11-28,1930,0.0736154,3.46985,False,0,False,True,78.2548,67.7751,67.7751,-7.76049e-13,4.57688e-13,0.126355,0.984631,1.05085,0.95562,53,0,357,7,7,0,0.80299,1.3239e+13,0,0.0165148,1.08145,1.08221,0.829692
long,2014-12-31,1952,0.0735727,3.33426,False,0,False,True,77.8729,66.76,66.76,-2.87703e-12,-1.1889e-12,0.126454,0.984249,1.05055,0.95797,53,0,358,7,7,0,0.792553,8.38561e+12,0,0.0147472,1.08069,1.08144,0.826949
long,2015-01-30,1972,0.073536,3.3008,False,0,False,True,77.5388,66.7272,66.7272,2.91279e-12,-1.07576e-13,0.126008,0.983709,1.05013,0.95981,53,0,359,7,8,0,0.797212,31.6981,0,0.0145121,1.10425,1.10496,0.855948
long,2015-02-27,1991,0.073503,3.27357,False,0,False,True,77.5897,65.708,65.708,1.25127e-12,2.73037e-12,0.125422,0.983665,1.04975,0.956056,53,0,360,7,7,0,0.780336,15.3626,0,0.0128311,1.10842,1.10908,0.882016
long,2015-03-31,2013,0.0734669,3.24999,False,0,False,True,76.1735,64.5593,64.5593,-2.69982e-12,-3.48856e-12,0.125213,0.983289,1.04952,0.956241,53,0,365,7,7,0,0.566451,10.0365,0,0.0122949,1.08153,1.08216,0.870397
long,2015-04-30,2034,0.0734344,3.21876,False,0,False,True,75.7884,64.1047,64.1047,4.77724e-12,6.23031e-13,0.124372,0.982683,1.04922,0.95273,53,0,366,7,7,0,0.750527,11.2258,0,0.00879166,1.09634,1.0969,0.949243
long,2015-05-29,2054,0.0734052,3.39306,False,0,False,True,74.6755,62.4318,62.4318,-7.51823e-12,3.36285e-13,0.124719,0.983101,1.04953,0.952841,53,0,366,7,7,0,0.76509,13.7571,0,0.0139934,1.06636,1.06688,0.935506
long,2015-06-30,2076,0.0733749,3.34579,False,0,False,True,72.8795,60.1627,60.1627,-1.14824e-12,1.53579e-12,0.124714,0.982068,1.04975,0.95264,53,0,366,7,7,0,0.767134,17.7674,0,0.0197309,1.02677,1.02724,0.917635
long,2015-07-31,2098,0.0733463,3.2657,False,0,False,True,73.5181,61.1219,61.1219,-9.41391e-13,-7.45158e-12,0.124402,0.983154,1.04936,0.955476,53,0,368,7,8,0,0.770993,19.1684,0,0.0131386,1.03432,1.03475,0.938581
long,2015-08-31,2119,0.0733207,3.39722,False,0,False,True,73.3578,61.9403,61.9403,-5.37081e-12,2.08773e-12,0.12325,0.983411,1.04921,0.960521,53,0,368,7,7,0,0.794495,19.3762,0,0.015261,1.05657,1.05706,0.971835
long,2015-09-30,2140,0.0732964,3.49402,False,0,False,True,72.7371,61.577,61.577,4.24204e-12,-4.00758e-12,0.122505,0.983028,1.04893,0.960652,53,0,369,7,7,0,0.807868,26.6547,0,0.019538,1.06168,1.06215,0.966138
long,2015-10-30,2162,0.0732725,3.78259,False,0,False,True,75.7675,63.502,63.502,6.10638e-14,2.44071e-12,0.121105,0.984469,1.04886,0.963103,53,0,370,7,7,0,0.814182,25.614,0,0.0100462,1.1283,1.12867,1.03395
long,2015-11-30,2182,0.073252,3.90202,False,0,False,True,81.1509,74.7542,74.7542,-2.27422e-13,1.71187e-12,0.121074,0.983923,1.04783,0.962919,53,0,370,7,7,0,0.812577,24.6315,0,0.0171207,1.14095,1.14128,1.05844
long,2015-12-31,2204,0.0732308,3.88277,False,0,False,True,81.4853,75.357,75.357,-2.85192e-12,-1.98794e-12,0.120208,0.983817,1.04833,0.962636,53,0,372,7,8,0,0.806908,23.997,0,0.0162592,1.14885,1.14916,1.05962
long,2016-01-29,2223,0.0732134,3.86074,False,0,False,True,86.1744,81.597,81.597,-2.41833e-13,1.2515e-13,0.118681,0.983946,1.04754,0.955588,53,0,372,7,7,0,0.834301,24.5477,0,0.014945,1.22002,1.22034,1.13233
long,2016-02-29,2243,0.0731961,4.31828,False,0,False,True,89.0552,86.0709,86.0709,5.85852e-12,1.12423e-11,0.117483,0.984152,1.04809,0.967402,53,0,373,7,7,0,0.839688,24.6478,0,0.0159669,1.27589,1.27622,1.20196
long,2016-03-31,2265,0.0731781,4.42425,False,0,False,True,91.2734,88.1442,88.1442,7.55553e-12,1.63178e-12,0.116976,0.984178,1.04733,0.967877,53,0,376,7,8,0,0.845097,28.6141,0,0.0223721,1.25868,1.25897,1.17539
long,2016-04-29,2286,0.0731619,4.19534,False,0,False,True,94.9172,91.6342,91.6342,-3.15347e-13,4.39734e-12,0.116669,0.984013,1.04795,0.965142,53,0,376,7,8,0,0.842732,30.0534,0,0.0332831,1.26917,1.26942,1.16875
long,2016-05-31,2307,0.0731466,4.07992,False,0,False,True,94.5531,88.5173,88.5173,3.9143e-12,-3.63046e-12,0.116324,0.984517,1.04767,0.964559,53,0,382,7,9,0,0.794652,28.1179,1,0.0281777,1.23633,1.23656,1.14216
long,2016-06-30,2329,0.0731316,4.1179,False,0,False,True,94.5389,88.2492,88.2492,-1.52548e-12,8.32521e-12,0.117205,0.984733,1.04761,0.964472,53,0,383,7,7,0,0.805717,28.6526,0,0.0297652,1.20326,1.20352,1.11534
long,2016-07-29,2349,0.0731186,4.0082,False,0,False,True,94.4589,88.0002,88.0002,-4.25435e-12,1.00851e-11,0.116768,0.984715,1.04743,0.96209,53,0,385,7,7,0,0.803702,24.3473,0,0.0211454,1.19299,1.1932,1.13017
long,2016-08-31,2372,0.0731046,3.8546,False,0,False,True,92.1112,85.1467,85.1467,-5.83922e-12,-5.69506e-12,0.116305,0.984766,1.04631,0.962565,53,0,386,7,8,0,0.817628,24.4052,0,0.0193412,1.14406,1.14424,1.10303
long,2016-09-30,2393,0.0730926,3.54249,False,0,False,True,90.6859,83.8236,83.8236,3.7291e-12,-2.90066e-12,0.116292,0.984618,1.04645,0.962181,53,0,390,7,8,0,0.790441,20.3,0,0.022207,1.10372,1.1039,1.07051
long,2016-10-31,2414,0.0730812,3.53592,False,0,False,True,91.1874,84.9531,84.9531,2.42204e-13,-5.10869e-12,0.115796,0.985048,1.04649,0.96817,53,0,391,7,8,0,0.812501,19.5751,0,0.0185524,1.12027,1.1204,1.089
long,2016-11-30,2435,0.0730705,3.72296,False,0,False,True,92.4402,86.9432,86.9432,-4.22649e-12,9.30735e-12,0.113845,0.986112,1.04703,0.966336,53,0,391,7,7,0,0.811767,18.8929,0,0.0132857,1.20019,1.20028,1.14755
long,2016-12-30,2456,0.0730604,3.93256,False,0,False,True,91.0592,87.3999,87.3999,-5.52432e-12,-2.85941e-12,0.113424,0.98654,1.04702,0.968988,53,0,391,8,8,0,0.813504,20.9955,0,0.0236406,1.16463,1.16471,1.11198
long,2017-01-31,2476,0.0730513,4.04399,False,0,False,True,89.3045,85.3232,85.3232,-5.85033e-12,-1.08734e-12,0.113104,0.986011,1.04693,0.96586,53,0,392,8,8,0,0.811479,20.35,0,0.0190484,1.15247,1.15254,1.11274
